Month,Ticker,Company_name,Stock_exchange,Industry,SIC_Code,BV_Y1,BV_Y2,BV_Y3,BV_Y4,BV_Y5,MV_Y1,MV_Y2,MV_Y3,MV_Y4,MV_Y5,BookValue_Quarterly,MarketValue_Quarterly,Size,Momentum,Monthly_Return
1,ADBE,Adobe Inc,NASDAQ,Technology,7372,7001.58,7424.835,8459.869,9362.114,10530.155,46857.21085,51189.52171,86383.33377,110435.3291,159653.966,10530.155,159653.966,159654.1,23.37279,6.467366
1,ADC,Agree Realty Corp,NYSE,Real Estate,6512,451.124,682.978,908.661,1236.075,1689.331,701.461861,1204.448065,1502.862552,2038.54894,3197.901126,1689.331,3197.901126,3197.901,25.53299,8.208645
1,ADI,Analog Devices Inc,NASDAQ,Technology,3674,5165.618,10161.54,11268.173,11709.188,11997.945,17263.19693,22379.34607,32819.64421,31770.79443,43769.05353,11689.517,43769.05353,43769.01,22.87859,-7.648939
1,ADM,Archer-Daniels-Midland Co,NYSE,Consumer Non-Cyclicals,2075,17899,17173,18313,18981,19208,21836.65441,26266.99516,22414.7525,22969.60004,25802.4107,19208,25802.4107,25802.39,-6.714475,-3.43042
1,ADNT,Adient PLC,NYSE,Consumer Cyclicals,2399,5626,4176,4279,2392,1848,0,5489.168066,7330.297672,1408.384649,1993.110451,1848,1993.110451,1989,-7.68581,20.98823
1,ADP,Automatic Data Processing Inc,NASDAQ,Technology,7374,4481.6,3977,4735.9,5399.9,5752.2,39073.42519,46371.58324,51972.56146,57395.48527,73775.02417,5364.4,73775.02417,73775.01,15.84588,0.5219936
1,ADS,Alliance Data Systems Corp,NYSE,Industrials,7374,2010,1658.2,1855.3,2332.1,1588.3,16909.02157,13197.97697,14004.43211,8175.386182,5167.506089,1588.3,5167.506089,5167.506,-46.64104,-8.386808
1,ADSK,Autodesk Inc,NASDAQ,Technology,7372,1619.6,733.6,-256,-210.9,-139.1,13728.9402,16471.39561,23090.57095,28166.7264,40367.25455,-139.1,40367.25455,40367.26,25.19031,7.298589
1,ADTN,ADTRAN Inc,NASDAQ,Technology,3661,480.16,479.517,497.911,446.279,380.426,853.4274189,1081.698965,931.6945859,511.7636313,473.0023345,380.426,473.0023345,472.9991,-26.18474,-8.493429
1,ADUS,Addus Homecare Corp,NASDAQ,Healthcare,8082,141.726,157.762,176.309,268.491,475.592,258.6017827,401.79571,404.7817332,889.1163374,1512.671257,475.592,1512.671257,1512.646,25.58609,-2.962357
1,AEE,Ameren Corp,NYSE,Utilities,4911,6946,7103,7184,7631,8059,10489.10232,12728.6215,14313.02673,15935.41451,18895.08803,8059,18895.08803,18895.11,8.32119,6.835938
1,AEGN,Aegion Corp,NASDAQ,Industrials,1623,578.025,568.5,494.246,462.737,427.759,699.891201,804.9153501,827.157058,527.3643168,688.0822302,427.759,688.0822302,688.0789,13.40314,-6.571305
1,AEIS,Advanced Energy Industries Inc,NASDAQ,Technology,3629,263.58,392.074,520.641,606.79,676.714,1158.61518,2172.959172,2676.075616,1652.335131,2729.212056,676.714,2729.212056,2727.601,36.50085,-1.769656
1,AEL,American Equity Investment Life Holding Co,NYSE,Financials,6311,1944.535,2291.595,2850.157,2399.101,4570.119,1959.614035,1985.023734,2738.705508,2524.916258,2725.014622,4570.119,2725.014622,2725.007,-12.92119,-11.76078
1,AEO,American Eagle Outfitters Inc,NYSE,Consumer Cyclicals,5651,1051.376,1204.569,1246.791,1287.555,1247.853,3016.853149,2759.108556,3333.389385,3410.434271,2454.661419,1247.853,2454.661419,2454.661,-28.47587,-2.040815
1,AEP,American Electric Power Company Inc,NASDAQ,Utilities,4911,17891.7,17397,18298.9,19067.8,19675.1,28613.63389,30958.15812,36187.89757,36865.19677,46703.9567,19675.1,46703.9567,46703.96,17.50708,10.27404
1,AES,AES Corp,NYSE,Utilities,4911,3149,2794,2465,3208,2996,6439.290881,7659.624423,7151.98651,9576.821546,13212.65785,2996,13212.65785,13211.47,22.07876,-0.2009988
1,AFG,American Financial Group Inc,NYSE,Financials,6331,4592,4916,5330,4970,6269,6296.123633,7652.868463,9563.758211,8080.090657,9887.822413,6269,9887.822413,9887.799,7.180536,-0.7843137
1,AFL,Aflac Inc,NYSE,Financials,6311,17708,20482,24598,23462,28959,25561.64687,28403.90532,34510.67364,34683.88696,38829.55273,28959,38829.55273,38829.55,19.89505,-2.514184
1,AGCO,AGCO Corp,NYSE,Industrials,3523,2838.3,2776.1,3029.6,2932.9,2853.8,3881.741589,4644.230163,5682.210642,4358.0798,5834.100842,2853.8,5834.100842,5834.075,30.91488,-9.203887
1,AGO,Assured Guaranty Ltd,NYSE,Financials,6351,6063,6504,6839,6555,6639,3735.20635,4924.268698,3978.161866,4044.951058,4676.065447,6639,4676.065447,4676.065,21.63156,-6.487149
1,AGYS,Agilysys Inc,NASDAQ,Technology,7373,123.473,113.669,108.431,100.622,71.757,229.2610694,242.4107806,284.9264053,337.4931906,601.1216003,96.936,601.1216003,601.1752,53.60825,27.9024
1,AHH,Armada Hoffler Properties Inc,NYSE,Real Estate,6798,49.548,148.143,226.69,273.871,408.577,465.0548418,785.9625647,970.7362569,939.1333555,1421.027817,408.577,1421.027817,1423.06,18.73767,-0.05449653
1,AIG,American International Group Inc,NYSE,Financials,6399,89658,76300,65171,56361,65675,76657.66537,67082.19462,53559.99932,34863.9962,44654.61594,65675,44654.61594,44654.64,21.75722,-2.084559
1,AIN,Albany International Corp,NYSE,Industrials,2397,498.863,507.523,569.768,605.249,698.683,1170.282315,1486.23,1978.69,2014.348088,2452.824878,698.683,2452.824878,2469.585,15.644,-8.100635
1,AIR,AAR Corp,NYSE,Industrials,3724,865.8,914.2,936.3,905.9,902.6,921.2969013,1134.574904,1364.517065,1310.45249,1574.605254,921.7,1574.605254,1574.621,2.288854,-5.587578
1,AIT,Applied Industrial Technologies Inc,NYSE,Industrials,5085,657.916,745.256,814.963,897.034,843.542,1592.378168,2316.98812,2643.315461,2090.423717,2577.943831,962.241,2577.943831,2577.969,-2.115601,-3.178889
1,AIV,Apartment Investment and Management Co,NYSE,Real Estate,6798,1622.391,1793.903,1663.144,1699.419,1780.649,6261.634506,7130.559464,6863.489055,6829.669514,7689.894032,1780.649,7689.894032,8299.63,10.73078,2.052271
1,AIZ,Assurant Inc,NYSE,Financials,6399,4523.967,4098.1,4270.6,5112,5652.8,5302.680631,5294.1944,5426.372534,5550.103946,7948.144859,5652.8,7948.144859,7948.145,36.6413,-0.3967047
1,AJG,Arthur J Gallagher & Co,NYSE,Financials,6411,3638.3,3596.6,4235.6,4498.9,5155.5,7233.8933,9254.720512,11440.96072,13535.1524,17762.58529,5155.5,17762.58529,17762.59,21.01985,7.707655
1,AJRD,Aerojet Rocketdyne Holdings Inc,NYSE,Industrials,3812,-145.5,35.6,102.4,421.3,576.7,1005.372,1256.5,2343.12,2758.509,3593.072565,576.7,3593.072565,3593.077,25.53252,14.03855
1,AKAM,Akamai Technologies Inc,NASDAQ,Technology,7372,3120.878,3224.37,3362.469,3191.86,3657.958,9364.927096,11555.63807,11001.62904,9947.856868,13959.11252,3657.958,13959.11252,13959.09,26.72,8.069002
1,AKR,Acadia Realty Trust,NYSE,Real Estate,6798,1100.488,1588.577,1567.199,1459.505,1542.308,2329.066457,2642.616043,2290.191646,1937.805535,2254.584666,1542.308,2254.584666,2257.219,-6.243462,-4.280758
1,ALB,Albemarle Corp,NYSE,Basic Materials,2819,3254.392,3795.062,3674.549,3585.321,3932.25,6284.498656,9681.928829,14131.28881,8185.287557,7744.65273,3932.25,7744.65273,7744.65,-32.12209,9.912372
1,ALE,ALLETE Inc,NYSE,Utilities,4931,1820.2,1893,2068.2,2155.8,2231.9,2488.919516,3175.010713,3795.308969,3919.578058,4193.895375,2231.9,4193.895375,4193.892,-1.560575,2.845883
1,ALEX,Alexander & Baldwin Inc (Hawaii),NYSE,Real Estate,6798,1223.6,1209.3,646.4,1202.6,1125.1,1725.784195,2199.516093,1364.181353,1323.858263,1514.530279,1125.1,1514.530279,1514.528,4.582739,4.293895
1,ALG,Alamo Group Inc,NYSE,Industrials,3523,360.469,387.717,449.108,507.371,569.757,595.1993612,875.9590191,1312.948311,907.3713857,1484.767357,569.757,1484.767357,1484.754,38.6306,-0.7885337
1,ALGN,Align Technology Inc,NASDAQ,Healthcare,3843,847.926,995.389,1154.288,1252.891,1346.169,5234.426246,7660.542214,17814.68405,16751.12891,21991.9678,1346.169,21991.9678,21991.98,20.6403,-7.862675
1,ALGT,Allegiant Travel Co,NASDAQ,Industrials,4512,350.005,473.622,553.311,690.321,883.551,2825.947889,2753.278029,2488.056418,1619.53676,2834.84149,883.551,2834.84149,2834.763,26.27781,-3.447485
1,ALL,Allstate Corp,NYSE,Financials,6331,20025,20573,22551,21312,25998,24047.84047,27294.45615,37572.66428,28461.26477,36428.86524,25998,36428.86524,35871.55,24.84583,5.41575
1,ALLE,Allegion PLC,NYSE,Technology,7382,25.6,113.3,401.6,651,757.4,6322.514689,6144.987392,7561.592438,7576.894869,11571.82776,757.4,11571.82776,11571.88,31.05143,3.838134
1,ALRM,Alarm.com Holdings Inc,NASDAQ,Technology,7372,170.131,191.249,232.827,277.589,355.651,760.177189,1279.465242,1779.550591,2495.054941,2092.669638,355.651,2092.669638,2087.139,-14.21829,2.234113
1,ALXN,Alexion Pharmaceuticals Inc,NASDAQ,Healthcare,2834,8258.616,8694,8893.1,9165.3,11271.8,42980.6108,27397.92115,26717.55933,21720.68809,23932.58823,11271.8,23932.58823,23932.62,-7.478684,-8.099866
1,AM,Antero Midstream Corp,NYSE,Energy,4922,0.558,10.269,15.608,30.861,3143.414,0,0,0,0,3820.957185,3143.414,3820.957185,3673.879,-69.07495,-33.59684
1,AMAT,Applied Materials Inc,NASDAQ,Technology,3559,7217,9349,6845,8214,10578,21454.32037,34740.91822,54000.1373,31384.76348,55870.16214,8660,55870.16214,55870.16,55.31117,-4.996723
1,AMBC,Ambac Financial Group Inc,NYSE,Financials,6351,1684.799,1713.914,1381.148,1591.997,1476,634.673088,1015.24023,723.1136327,781.5974327,982.5963288,1476,982.5963288,982.5998,19.10756,-0.6490469
1,AMCX,AMC Networks Inc,NASDAQ,Consumer Cyclicals,4841,-39.277,-30.082,134.944,316.68,665.781,5406.0035,3686.142219,3345.574835,3102.344338,2194.549137,665.781,2194.549137,2194.541,-35.8002,-7.367086
1,AMD,Advanced Micro Devices Inc,NASDAQ,Technology,3674,-412,416,596,1266,2827,2274.181841,10510.69124,9918.129639,18449.05721,51070.95843,2827,51070.95843,51070.98,83.80283,2.485824
1,AME,AMETEK Inc,NYSE,Industrials,3823,3254.626,3256.513,4027.633,4241.922,5115.492,12748.12757,11247.59403,16749.06385,15714.2513,22799.85305,5115.492,22799.85305,22799.87,34.8359,-2.596748
1,AMED,Amedisys Inc,NASDAQ,Healthcare,8082,409.568,460.203,515.321,481.582,640.45,1321.438328,1431.072091,1788.803773,3744.417171,5388.853793,640.45,5388.853793,5384.005,19.60367,5.733287
1,AMG,Affiliated Managers Group Inc,NYSE,Financials,6282,2837.1,3619.6,3822.2,3457.4,2937.5,8632.948564,7964.973015,11408.18805,5132.445914,4175.322754,2937.5,4175.322754,4175.323,-23.17315,-5.770594
1,AMGN,Amgen Inc,NASDAQ,Healthcare,2836,28083,29875,25241,12500,9673,122450.0425,108768.9048,126235.849,124047.4702,143239.8262,9673,143239.8262,143240,12.71069,-10.37873
1,AMN,AMN Healthcare Services Inc,NYSE,Healthcare,7361,347.86,449.383,562.527,638.99,736.742,1480.897706,1847.50043,2352.7874,2655.533911,2910.572068,736.742,2910.572068,2910.563,-6.6405,8.136725
1,AMP,Ameriprise Financial Inc,NYSE,Financials,6282,7217,6292,5995,5588,5729,18528.95243,17533.81727,25069.69896,14544.62382,21104.95038,5729,21104.95038,21104.95,26.29672,-0.7023633
1,AMPH,Amphastar Pharmaceuticals Inc,NASDAQ,Healthcare,2834,295.51,329.255,333.736,332.435,381.366,640.6278408,847.7583592,884.573353,927.9592482,898.4697127,381.366,898.4697127,905.4341,-10.17495,-1.969939
1,AMSF,Amerisafe Inc,NASDAQ,Financials,6331,453.981,456.15,425.423,409.762,430.215,971.8740128,1198.998917,1185.431817,1092.415166,1274.399403,430.215,1274.399403,1274.379,4.660165,3.619564
1,AMT,American Tower Corp,NYSE,Real Estate,6798,6651.679,6763.895,6241.5,5336.1,5055.4,41065.12818,45116.24531,61184.93916,69680.77473,101796.5708,5055.4,101796.5708,101796.5,30.11733,0.8354306
1,AMWD,American Woodmark Corp,NASDAQ,Consumer Cyclicals,2434,280.761,352.449,581.665,620.353,700.538,1301.799429,1222.856822,2279.80222,961.2424262,1768.470877,689.285,1768.470877,1768.518,53.83465,4.918194
1,AMZN,Amazon.com Inc,NASDAQ,Consumer Cyclicals,5961,13384,19285,27709,43549,62060,316831.5516,356313.1236,563535.0525,734416.2102,916153.935,62060,916153.935,920224.3,6.545496,8.706379
1,AN,AutoNation Inc,NYSE,Consumer Cyclicals,5511,2349.3,2310.3,2369.3,2716,3162.1,6599.878133,4915.795368,4683.543484,3210.329283,4338.398039,3162.1,4338.398039,4338.379,37.59762,-12.72878
1,ANDE,Andersons Inc,NASDAQ,Consumer Non-Cyclicals,5153,764.254,774.361,815.202,830.322,973.61,885.64,1260.54,884.66,845.887,824.128,973.61,824.128,824.128,-30.12704,-10.52215
1,ANET,Arista Networks Inc,NYSE,Technology,7373,788.152,1107.82,1661.914,2143.389,2894.686,5274.154907,6794.149219,17221.04971,15892.53211,15539.56718,2894.686,15539.56718,15539.56,-18.17762,9.803343
1,ANF,Abercrombie & Fitch Co,NYSE,Consumer Cyclicals,5651,1291.063,1243.435,1242.379,1208.9,1058.81,1814.525928,812.099856,1187.013851,1320.193714,1086.852115,1058.81,1086.852115,1084.913,-23.62506,-5.37883
1,ANGO,AngioDynamics Inc,NASDAQ,Healthcare,3841,507.228,515.027,542.595,614.815,454.872,440.4414823,626.626416,610.5826897,747.2583716,602.2941988,613.81,602.2941988,602.2962,-28.47836,-13.99125
1,ANIK,Anika Therapeutics Inc,NASDAQ,Healthcare,3841,210.848,222.773,263.491,263.612,288.378,558.5733346,715.953096,790.4159668,477.6470698,739.866679,288.378,739.866679,739.8477,67.77939,-20.71359
1,ANIP,ANI Pharmaceuticals Inc,NASDAQ,Healthcare,2834,160.082,169.648,174.756,197.263,212.791,518.9405685,702.6619387,750.3938636,533.829107,745.651045,212.791,745.651045,745.6436,10.84727,0.5351067
1,ANSS,ANSYS Inc,NASDAQ,Technology,7378,2194.427,2208.405,2245.831,2649.547,3453.379,8231.77813,8002.894901,12524.55721,11944.06897,21671.27788,3453.379,21671.27788,22029.48,57.19664,6.573164
1,ANTM,Anthem Inc,NYSE,Healthcare,6324,23044.1,25100.4,26502.9,28541,31728,36403.57793,37874.10688,57773.68483,67927.17341,76583.8434,31728,76583.8434,76583.93,-0.4860938,-12.16767
1,AON,Aon PLC,NYSE,Financials,6411,6002,5475,4583,4151,3375,25257.87062,29342.87895,33486.29341,35009.10041,48334.00777,3375,48334.00777,48334,23.31779,5.742002
1,AOS,A. O. Smith Corp,NYSE,Industrials,3822,1442.3,1515.3,1644.9,1717,1666.8,6743.231965,8234.790683,10535.84141,7256.905437,7770.654156,1666.8,7770.654156,7770.538,2.152812,-10.39043
1,APA,Apache Corp,NASDAQ,Energy,1311,7888,6238,7416,7130,3255,16810.29041,24082.37983,16083.3978,9963.020603,9622.768584,3255,9622.768584,9622.762,-36.57842,7.229388
1,APD,Air Products and Chemicals Inc,NYSE,Basic Materials,2813,7079.6,10086.2,10857.5,11053.6,12079.8,28058.26808,31271.29733,35903.52355,35151.96892,51857.23649,11556,51857.23649,51812,46.90745,1.583052
1,APEI,American Public Education Inc,NASDAQ,Academic & Educational Services,8221,237.153,264.67,289.406,321.266,296.733,306.19033,395.1557198,407.5087407,467.4324759,421.7577388,296.733,421.7577388,421.7577,-21.74463,-12.99744
1,APH,Amphenol Corp,NYSE,Technology,3678,3238.5,3674.9,3989.8,4017,4530.3,16100.48514,20729.74781,26808.77263,24413.52472,32089.29745,4530.3,32089.29745,32089.33,18.26245,-8.093876
1,APOG,Apogee Enterprises Inc,NASDAQ,Consumer Cyclicals,3231,406.195,470.577,511.355,496.317,516.778,1265.68532,1547.709341,1309.832912,841.244252,862.9703875,514.979,862.9703875,862.9725,4.910839,-2.092308
1,APTV,Aptiv PLC,NYSE,Consumer Cyclicals,3714,2250,2401,3299,3459,3819,24011.95881,18241.05177,22551.18973,16221.98896,24244.70934,3819,24244.70934,24244.7,30.57023,-10.71917
1,ARCB,ArcBest Corp,NASDAQ,Industrials,4213,588.728,599.055,651.462,717.682,763.043,555.3269875,708.4622909,916.5173875,876.6155877,701.2128588,763.043,701.2128588,703.9932,-28.51465,-19.16667
1,ARE,Alexandria Real Estate Equities Inc,NYSE,Real Estate,6798,3975.087,4895.796,5949.666,7341.965,8865.826,6550.806059,8825.291267,12499.7909,12391.3655,18606.05398,8865.826,18606.05398,18606.05,30.53815,1.002598
1,ARI,Apollo Commercial Real Estate Finance Inc,NYSE,Real Estate,6798,1375.424,1932.227,2088.143,2509.747,2629.975,1157.774192,1518.198375,1976.386786,2230.000393,2808.197144,2629.975,2808.197144,2808.192,-3.537488,-0.05467534
1,AROC,Archrock Inc,NYSE,Energy,1389,733.91,718.966,777.049,841.574,1085.963,522.2341531,919.066236,745.664451,968.7331638,1525.175506,1085.963,1525.175506,1525.176,-17.54902,-16.83267
1,ARR,ARMOUR Residential REIT Inc,NYSE,Real Estate,6798,1225.166,1092.065,1326.051,1125.313,1436.707,866.8774912,797.2557512,1076.861164,895.908712,1052.147144,1436.707,1052.147144,1052.847,-22.04155,7.778394
1,ARW,Arrow Electronics Inc,NYSE,Technology,5065,4142.443,4413.438,4949.255,5324.99,4811.919,5067.44321,6387.478877,7073.90893,6010.519329,6901.954872,4811.919,6901.954872,6901.988,3.468883,-10.3847
1,ARWR,Arrowhead Pharmaceuticals Inc,NASDAQ,Healthcare,8731,95.57945,81.42235,95.79619,244.59144,461.77913,366.2612636,114.9689002,275.3680704,1145.430339,6349.74077,500.08383,6349.74077,6362.537,402.8237,-33.92717
1,ASB,Associated Banc-Corp,NYSE,Financials,6021,2937.246,3091.312,3237.443,3780.888,3922.124,2818.647956,3716.593834,3839.585996,3280.832984,3511.89574,3922.124,3511.89574,3511.896,-7.466549,-9.573507
1,ASGN,ASGN Inc,NYSE,Technology,7361,784.794,868.939,991.391,1182.062,1376.2,2373.310825,2337.703043,3342.998459,2859.997972,3747.216,1376.2,3747.216,3747.216,-3.234655,-4.621667
1,ASH,Ashland Global Holdings Inc.,NYSE,Basic Materials,2833,3347,3406,3406,3571,3036,6493.209657,6799.287623,4430.404621,4443.408334,4610.739262,3625,4610.739262,4609.249,-12.44352,-3.332019
1,ASIX,AdvanSix Inc,NYSE,Basic Materials,2821,479.07,215.362,376.325,420.338,400.878,0,674.8928672,1282.41838,725.4018071,557.1789489,400.878,557.1789489,557.1235,-29.53675,-6.212425
1,ASTE,Astec Industries Inc,NASDAQ,Industrials,2951,608.072,647.83,685.672,584.58,601.949,935.5846566,1554.568815,1349.580258,688.2574911,946.946616,601.949,946.946616,946.932,5.018222,-1.80952
1,ATGE,Adtalem Global Education Inc,NYSE,Academic & Educational Services,8221,1582.087,1669.039,1519.286,1391.53,1310.421,1601.71804,1953.8376,2550.96325,2779.8134,1888.20515,1294.912,1888.20515,1888.205,-41.58296,-1.315421
1,ATI,Allegheny Technologies Inc,NYSE,Industrials,3356,2082.8,1355.2,1739.4,1885.7,2090.1,1228.59,1735.210933,3038.33521,2736.149301,2604.92329,2090.1,2604.92329,2604.916,-12.18584,-16.50533
1,ATNI,ATN International Inc,NASDAQ,Technology,4813,680.299,677.055,688.727,695.387,676.122,1256.543324,1293.256292,885.0754372,1142.010212,886.1405196,676.122,886.1405196,886.1292,-33.59744,4.477346
1,ATO,Atmos Energy Corp,NYSE,Utilities,4924,3463.059,3898.666,4769.951,5750.223,6791.203,6433.311241,7792.774526,9530.198166,10837.91526,13675.92485,6127.775,13675.92485,13675.93,11.80098,4.621851
1,ATR,Aptargroup Inc,NYSE,Basic Materials,3085,1149.411,1173.95,1311.738,1422.556,1571.916,4536.775349,4604.687884,5374.71148,5908.919377,7391.248874,1571.916,7391.248874,7391.24,7.755888,-0.09514093
1,ATVI,Activision Blizzard Inc,NASDAQ,Technology,7372,8068,9119,9462,11392,12805,28304.12722,26837.43483,47876.21749,35535.27194,45650.01336,12805,45650.01336,45650.01,9.923816,-1.581955
1,AVA,Avista Corp,NYSE,Utilities,4931,1528.626,1648.727,1729.828,1773.22,1939.284,2203.794947,2566.734116,3316.736434,2790.42624,3208.081255,1939.284,3208.081255,3208.084,-9.111881,5.739236
1,AVAV,AeroVironment Inc,NASDAQ,Industrials,3721,361.525,381.954,409.033,462.571,509.901,687.6714872,627.5029913,1340.549421,1625.932945,1481.180632,490.36,1481.180632,1481.204,-19.92167,7.887912
1,AVB,Avalonbay Communities Inc,NYSE,Real Estate,6798,9840.526,10171.416,10388.046,10632.606,10989.549,25203.19792,24327.27911,24635.4164,24108.69657,29287.07841,10989.549,29287.07841,29287.12,12.50983,3.33333
1,AVD,American Vanguard Corp,NYSE,Basic Materials,2879,268.395,282.19,305.06,329.23,344.156,408.5348783,562.2447468,585.4640276,460.5609519,587.4600158,344.156,587.4600158,587.7408,-3.70813,-4.057521
1,AVGO,Broadcom Inc,NASDAQ,Technology,3674,4714,18892,20285,26657,24941,0,70235.93678,105165.2198,103560.8447,125710.3192,24941,125710.3192,125710.3,33.19151,-3.436488
1,AVNS,Avanos Medical Inc,NYSE,Healthcare,3841,1055.3,1102.5,1215.4,1297.2,1265.2,1557.373139,1726.011287,2162.907169,2124.320186,1615.202986,1265.2,1615.202986,1615.207,-27.35276,-18.27893
1,AVNT,Avient Corp,NYSE,Basic Materials,2821,704.2,724.7,598.5,540,1051.9,2740.487221,2684.309758,3514.983353,2282.864613,2829.706492,1051.9,2829.706492,2829.703,-6.216532,-9.81245
1,AVT,Avnet Inc,NASDAQ,Technology,5065,4691.286,5182.068,4685.081,4140.473,3726.398,5655.210596,6076.51072,4791.145054,4015.26564,4284.83823,3957.333,4284.83823,4284.827,-7.234138,-14.01979
1,AVY,Avery Dennison Corp,NYSE,Basic Materials,2672,965.7,925.5,1046.2,955.1,1204,5708.468113,6248.989239,10111.85723,7789.181578,10923.84859,1204,10923.84859,10923.86,35.23859,0.3210545
